date,task_dir,episode,task,target_shape,inserted_shape,target_side,placement_side,target_center_x,target_center_y,insert_x,insert_y,scale,rotation_deg,brightness,blur_sigma,selection_mode,asset,original_input_video,output_video,metadata_json,debug_dir,seed,video_width,video_height,fps,frames,valid_placements,final_safe_area
0727,erase_circle,erase_the_circle_0727-111212,erase the circle,circle,rectangle,top,bottom,414.5,87.0,434,413,1.044156252826347,-7.32235355708622,1.0807063307058793,0.3993953075930834,safe_fallback,assets/rectangle/092_erase_the_rectangle_0813-184121.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-111212\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-111212/augmented.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-111212/placement_metadata.json,0727/erase_circle/rectangle/erase_the_circle_0727-111212/debug,1938710881,1280,720,30.0,834,32801,116012
0727,erase_circle,erase_the_circle_0727-111340,erase the circle,circle,triangle,top,bottom,419.5,89.0,528,471,1.0,0.0,1.0,0.0,source_position,assets/triangle/066_erase_the_triangle_0811-202925.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-111340\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/triangle/erase_the_circle_0727-111340/augmented.mp4,0727/erase_circle/triangle/erase_the_circle_0727-111340/placement_metadata.json,0727/erase_circle/triangle/erase_the_circle_0727-111340/debug,1402391626,1280,720,30.0,867,21669,115962
0727,erase_circle,erase_the_circle_0727-111813,erase the circle,circle,triangle,bottom,top,386.0,521.0,305,34,0.8433506303453852,6.281451650416724,0.8536383500363192,0.6247653758464071,safe_fallback,assets/triangle/034_erase_the_triangle_0802-142550.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-111813\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/triangle/erase_the_circle_0727-111813/augmented.mp4,0727/erase_circle/triangle/erase_the_circle_0727-111813/placement_metadata.json,0727/erase_circle/triangle/erase_the_circle_0727-111813/debug,710376269,1280,720,30.0,893,109,33008
0727,erase_circle,erase_the_circle_0727-111943,erase the circle,circle,rectangle,bottom,top,560.0,488.0,288,18,0.9521145237809197,-4.268505592719829,0.8581876377088473,0.3767170421088706,safe_fallback,assets/rectangle/058_erase_the_rectangle_0811-201513.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-111943\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-111943/augmented.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-111943/placement_metadata.json,0727/erase_circle/rectangle/erase_the_circle_0727-111943/debug,2052319043,1280,720,30.0,830,43,41080
0727,erase_circle,erase_the_circle_0727-112133,erase the circle,circle,triangle,top,bottom,577.5,86.5,523,499,1.0,0.0,1.0,0.0,source_position,assets/triangle/074_erase_the_triangle_0811-204219.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-112133\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/triangle/erase_the_circle_0727-112133/augmented.mp4,0727/erase_circle/triangle/erase_the_circle_0727-112133/placement_metadata.json,0727/erase_circle/triangle/erase_the_circle_0727-112133/debug,854634655,1280,720,30.0,852,22372,111086
0727,erase_circle,erase_the_circle_0727-112529,erase the circle,circle,rectangle,top,bottom,363.5,107.0,359,439,0.9271519355947803,-0.9429402356983108,1.0727329137057036,0.3588796067164694,safe_fallback,assets/rectangle/067_erase_the_rectangle_0812-134714.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_circle\erase_the_circle_0727-112529\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-112529/augmented.mp4,0727/erase_circle/rectangle/erase_the_circle_0727-112529/placement_metadata.json,0727/erase_circle/rectangle/erase_the_circle_0727-112529/debug,1933492395,1280,720,30.0,884,30322,106265
0727,erase_rectangle,erase_the_rectangle_0727-120251,erase the rectangle,rectangle,triangle,bottom,top,437.5,460.0,288,45,0.904867046615136,-3.92086259411935,1.0745965289762875,0.2494447755658488,safe_fallback,assets/triangle/024_erase_the_triangle_0802-140614.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-120251\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120251/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120251/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120251/debug,1822642441,1280,720,30.0,706,394,55083
0727,erase_rectangle,erase_the_rectangle_0727-120407,erase the rectangle,rectangle,triangle,bottom,top,433.0,468.5,290,17,0.9324787094528505,-1.6987161659301115,1.0863308160347085,0.6866941771330235,safe_fallback,assets/triangle/032_erase_the_triangle_0802-142225.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-120407\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120407/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120407/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120407/debug,1249848874,1280,720,30.0,708,6,45572
0727,erase_rectangle,erase_the_rectangle_0727-120609,erase the rectangle,rectangle,circle,bottom,top,434.5,469.0,288,14,0.9419271870224428,-7.446446450676072,1.0362830026570493,0.5281663210406559,safe_fallback,assets/circle/020_erase_the_circle_0727-112529.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-120609\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-120609/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-120609/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-120609/debug,1718492917,1280,720,30.0,705,13,61548
0727,erase_rectangle,erase_the_rectangle_0727-120733,erase the rectangle,rectangle,triangle,bottom,top,438.0,469.0,303,11,0.9251569387053922,-4.169374257943481,0.9102519463354491,0.19921078867831446,safe_fallback,assets/triangle/045_erase_the_triangle_0802-144407.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-120733\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120733/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120733/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-120733/debug,9534982,1280,720,30.0,685,99,57939
0727,erase_rectangle,erase_the_rectangle_0727-121003,erase the rectangle,rectangle,triangle,bottom,top,433.0,467.0,288,18,0.9692197648977651,-4.561356192328003,1.0449623594152775,0.4597102983793091,safe_fallback,assets/triangle/064_erase_the_triangle_0811-202529.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121003\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121003/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121003/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121003/debug,577643630,1280,720,30.0,688,28,60333
0727,erase_rectangle,erase_the_rectangle_0727-121135,erase the rectangle,rectangle,triangle,bottom,top,581.5,459.5,303,9,0.9267953723273974,-7.060006822946699,1.0702030589363223,0.5089444424155006,safe_fallback,assets/triangle/022_erase_the_triangle_0802-140354.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121135\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121135/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121135/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121135/debug,991834940,1280,720,30.0,703,228,64908
0727,erase_rectangle,erase_the_rectangle_0727-121305,erase the rectangle,rectangle,circle,bottom,top,584.5,449.0,288,56,0.9972893334586547,1.941444575764578,0.9214023050285094,0.08246528733631929,safe_fallback,assets/circle/069_erase_the_circle_0811-210901.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121305\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121305/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121305/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-121305/debug,1662020624,1280,720,30.0,866,1282,65159
0727,erase_rectangle,erase_the_rectangle_0727-121435,erase the rectangle,rectangle,circle,bottom,top,586.5,450.0,288,41,1.0340146249692046,5.311624975618345,0.905514546064444,0.2863214261685747,safe_fallback,assets/circle/065_erase_the_circle_0811-210340.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121435\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121435/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121435/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-121435/debug,143230863,1280,720,30.0,763,223,60390
0727,erase_rectangle,erase_the_rectangle_0727-121601,erase the rectangle,rectangle,triangle,bottom,top,576.5,439.0,288,20,0.9497700900191145,-3.7831760644301156,0.9964625262011944,0.1353504893181616,safe_fallback,assets/triangle/023_erase_the_triangle_0802-140502.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121601\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121601/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121601/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121601/debug,683612716,1280,720,30.0,645,17,52097
0727,erase_rectangle,erase_the_rectangle_0727-121732,erase the rectangle,rectangle,triangle,bottom,top,582.0,431.5,291,15,0.9562074139362308,8.192626878584953,0.9334547361610394,0.13771592517225192,safe_fallback,assets/triangle/105_erase_the_triangle_0813-213932.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121732\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121732/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121732/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-121732/debug,1807905564,1280,720,30.0,811,7,59226
0727,erase_rectangle,erase_the_rectangle_0727-121900,erase the rectangle,rectangle,circle,top,bottom,553.0,112.0,317,422,1.0,0.0,1.0,0.0,source_position,assets/circle/081_erase_the_circle_0812-131859.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-121900\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121900/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-121900/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-121900/debug,834266886,1280,720,30.0,805,30227,127108
0727,erase_rectangle,erase_the_rectangle_0727-122053,erase the rectangle,rectangle,circle,top,bottom,559.0,119.0,318,440,1.0,0.0,1.0,0.0,source_position,assets/circle/082_erase_the_circle_0812-132039.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-122053\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122053/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122053/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-122053/debug,1730821755,1280,720,30.0,739,20558,117631
0727,erase_rectangle,erase_the_rectangle_0727-122347,erase the rectangle,rectangle,circle,top,bottom,552.0,118.5,367,413,1.0,0.0,1.0,0.0,source_position,assets/circle/002_erase_the_circle_0726-163254.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-122347\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122347/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122347/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-122347/debug,530542597,1280,720,30.0,831,44220,127738
0727,erase_rectangle,erase_the_rectangle_0727-122516,erase the rectangle,rectangle,circle,top,bottom,549.0,114.5,329,440,1.0,0.0,1.0,0.0,source_position,assets/circle/083_erase_the_circle_0812-132142.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-122516\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122516/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-122516/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-122516/debug,123374873,1280,720,30.0,744,45563,128291
0727,erase_rectangle,erase_the_rectangle_0727-125938,erase the rectangle,rectangle,triangle,top,bottom,548.5,114.5,332,427,1.0,0.0,1.0,0.0,source_position,assets/triangle/100_erase_the_triangle_0813-121931.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-125938\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-125938/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-125938/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-125938/debug,213025361,1280,720,30.0,930,26974,118130
0727,erase_rectangle,erase_the_rectangle_0727-130104,erase the rectangle,rectangle,circle,top,bottom,402.0,117.0,357,394,1.0,0.0,1.0,0.0,source_position,assets/circle/003_erase_the_circle_0726-163611.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-130104\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130104/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130104/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-130104/debug,246186209,1280,720,30.0,707,32188,124965
0727,erase_rectangle,erase_the_rectangle_0727-130220,erase the rectangle,rectangle,circle,top,bottom,399.5,117.5,442,411,1.0,0.0,1.0,0.0,source_position,assets/circle/043_erase_the_circle_0802-135558.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-130220\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130220/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130220/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-130220/debug,793048060,1280,720,30.0,736,32836,127122
0727,erase_rectangle,erase_the_rectangle_0727-130339,erase the rectangle,rectangle,circle,top,bottom,417.5,108.0,343,447,1.0,0.0,1.0,0.0,source_position,assets/circle/060_erase_the_circle_0805-185025.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-130339\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130339/augmented.mp4,0727/erase_rectangle/circle/erase_the_rectangle_0727-130339/placement_metadata.json,0727/erase_rectangle/circle/erase_the_rectangle_0727-130339/debug,407016460,1280,720,30.0,627,22538,122225
0727,erase_rectangle,erase_the_rectangle_0727-130455,erase the rectangle,rectangle,triangle,top,bottom,419.5,107.5,340,405,1.0,0.0,1.0,0.0,source_position,assets/triangle/082_erase_the_triangle_0812-141041.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-130455\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130455/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130455/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130455/debug,1433025214,1280,720,30.0,568,35286,121706
0727,erase_rectangle,erase_the_rectangle_0727-130630,erase the rectangle,rectangle,triangle,top,bottom,410.0,98.5,349,393,1.0,0.0,1.0,0.0,source_position,assets/triangle/083_erase_the_triangle_0812-141140.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_rectangle\erase_the_rectangle_0727-130630\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130630/augmented.mp4,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130630/placement_metadata.json,0727/erase_rectangle/triangle/erase_the_rectangle_0727-130630/debug,301493357,1280,720,30.0,655,36300,124538
0727,erase_triangle,erase_the_triangle_0727-113015,erase the triangle,triangle,rectangle,bottom,top,372.5,523.5,386,16,0.9850159142331543,-4.999121359332943,0.9556461588422748,0.022904035681406133,safe_fallback,assets/rectangle/091_erase_the_rectangle_0813-184018.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_triangle\erase_the_triangle_0727-113015\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_triangle/rectangle/erase_the_triangle_0727-113015/augmented.mp4,0727/erase_triangle/rectangle/erase_the_triangle_0727-113015/placement_metadata.json,0727/erase_triangle/rectangle/erase_the_triangle_0727-113015/debug,421759828,1280,720,30.0,642,2,44331
0727,erase_triangle,erase_the_triangle_0727-113147,erase the triangle,triangle,rectangle,bottom,top,370.5,523.5,288,30,0.9029580194810025,-9.962675276493636,0.8542775313042532,0.5007352989468868,safe_fallback,assets/rectangle/048_erase_the_rectangle_0811-195957.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_triangle\erase_the_triangle_0727-113147\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_triangle/rectangle/erase_the_triangle_0727-113147/augmented.mp4,0727/erase_triangle/rectangle/erase_the_triangle_0727-113147/placement_metadata.json,0727/erase_triangle/rectangle/erase_the_triangle_0727-113147/debug,636683241,1280,720,30.0,761,132,57336
0727,erase_triangle,erase_the_triangle_0727-113311,erase the triangle,triangle,circle,bottom,top,363.5,523.0,501,16,1.0,0.0,1.0,0.0,source_position,assets/circle/019_erase_the_circle_0727-112133.png,C:\Users\user\Downloads\records_0727_0813\0727\erase_the_triangle\erase_the_triangle_0727-113311\videos\observation.images.top\chunk-000\file-000.mp4,0727/erase_triangle/circle/erase_the_triangle_0727-113311/augmented.mp4,0727/erase_triangle/circle/erase_the_triangle_0727-113311/placement_metadata.json,0727/erase_triangle/circle/erase_the_triangle_0727-113311/debug,551047360,1280,720,30.0,760,3265,68103
