asset_path,shape,source_center_x,source_center_y,source_width,source_height,source_x,source_y,manifest,final_source_kind
circle/040_erase_the_circle_0802-135033.png,circle,322.5,486,97,96,256,420,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/041_erase_the_circle_0802-135317.png,circle,424.5,477.5,131,129,341,395,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/042_erase_the_circle_0802-135438.png,circle,441.5,131,133,138,357,44,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/043_erase_the_circle_0802-135558.png,circle,527,497,134,136,442,411,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/044_erase_the_circle_0802-135800.png,circle,533,132,130,124,450,52,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/045_erase_the_circle_0802-135912.png,circle,438.5,475.5,133,133,354,391,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/046_erase_the_circle_0802-140037.png,circle,431,127,148,140,339,39,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/048_erase_the_circle_0805-183247.png,circle,461,522.5,132,137,377,436,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/049_erase_the_circle_0805-183402.png,circle,443.5,125,143,138,354,38,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/050_erase_the_circle_0805-183515.png,circle,305.5,475,135,140,220,387,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/051_erase_the_circle_0805-183623.png,circle,307.5,117.5,139,141,220,29,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/053_erase_the_circle_0805-184029.png,circle,521,110,138,142,434,21,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/054_erase_the_circle_0805-184141.png,circle,445.5,468,127,130,364,385,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/055_erase_the_circle_0805-184247.png,circle,406.5,146.5,149,155,314,51,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/056_erase_the_circle_0805-184359.png,circle,313,489,140,144,225,399,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/057_erase_the_circle_0805-184700.png,circle,320,139.5,150,151,227,46,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/058_erase_the_circle_0805-184814.png,circle,550,518.5,132,143,466,429,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/059_erase_the_circle_0805-184920.png,circle,509.5,128,139,136,422,42,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/060_erase_the_circle_0805-185025.png,circle,437.5,544.5,153,159,343,447,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/061_erase_the_circle_0805-185133.png,circle,412.5,80.5,151,153,319,0,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/062_erase_the_circle_0805-185457.png,circle,323,114,154,154,228,19,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/065_erase_the_circle_0811-210340.png,circle,343.5,122.5,115,107,268,51,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/066_erase_the_circle_0811-210449.png,circle,376,492,108,114,304,417,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/068_erase_the_circle_0811-210755.png,circle,561,149.5,102,95,492,84,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/069_erase_the_circle_0811-210901.png,circle,341.5,131.5,103,111,272,58,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/070_erase_the_circle_0811-211009.png,circle,381.5,509,123,110,302,436,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/071_erase_the_circle_0811-211403.png,circle,335.5,107.5,107,109,264,35,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/072_erase_the_circle_0811-211510.png,circle,354,579,106,100,283,511,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/073_erase_the_circle_0811-211620.png,circle,580.5,564,119,122,503,485,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/074_erase_the_circle_0811-211826.png,circle,581,87,128,130,499,4,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/075_erase_the_circle_0811-211952.png,circle,335.5,104,111,114,262,29,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/076_erase_the_circle_0811-212055.png,circle,349,572,120,116,271,496,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/077_erase_the_circle_0811-212311.png,circle,560,569,130,132,477,485,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/078_erase_the_circle_0811-212601.png,circle,561.5,100.5,103,113,492,26,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/079_erase_the_circle_0812-131127.png,circle,443.5,107.5,117,101,367,39,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/080_erase_the_circle_0812-131648.png,circle,404,491.5,116,105,328,421,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/081_erase_the_circle_0812-131859.png,circle,406.5,509,143,138,317,422,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/082_erase_the_circle_0812-132039.png,circle,393.5,513.5,115,111,318,440,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/083_erase_the_circle_0812-132142.png,circle,402.5,512,111,108,329,440,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/084_erase_the_circle_0812-132245.png,circle,401.5,515,119,114,324,440,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/090_erase_the_circle_0812-133146.png,circle,410.5,104,143,144,321,14,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/091_erase_the_circle_0812-133256.png,circle,414,113.5,136,127,328,32,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/092_erase_the_circle_0812-133357.png,circle,414,108,128,122,332,29,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/093_erase_the_circle_0812-133507.png,circle,410.5,108.5,133,131,326,25,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/094_erase_the_circle_0812-133610.png,circle,574.5,142,135,142,489,53,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/095_erase_the_circle_0812-133842.png,circle,582,148,124,124,502,68,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/096_erase_the_circle_0812-133948.png,circle,582,150.5,120,115,504,75,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/097_erase_the_circle_0812-134055.png,circle,577.5,149,125,120,497,71,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/098_erase_the_circle_0812-134159.png,circle,582,146.5,126,113,501,72,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/099_erase_the_circle_0813-121528.png,circle,412,494,120,114,334,419,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/102_erase_the_circle_0813-121829.png,circle,444,125,154,148,349,33,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/103_erase_the_circle_0813-212950.png,circle,328.5,481.5,107,117,257,405,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/104_erase_the_circle_0813-213111.png,circle,316.5,121,127,138,235,34,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/105_erase_the_circle_0813-213220.png,circle,437.5,133,125,120,357,55,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
circle/005_erase_the_circle_0726-164049.png,circle,604,505.5,136,125,518,425,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/006_erase_the_circle_0726-164200.png,circle,608,479,140,128,520,397,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/007_erase_the_circle_0726-164325.png,circle,599,478.5,126,119,518,401,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/047_erase_the_circle_0802-145406.png,circle,474,441,112,112,400,367,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/052_erase_the_circle_0805-183739.png,circle,567.5,477,143,146,478,386,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/063_erase_the_circle_0811-210132.png,circle,592.5,473.5,125,127,512,392,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/064_erase_the_circle_0811-210236.png,circle,590.5,114.5,119,115,513,39,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/067_erase_the_circle_0811-210646.png,circle,588,457,120,124,510,377,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/086_erase_the_circle_0812-132727.png,circle,575.5,445,127,108,494,373,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/087_erase_the_circle_0812-132832.png,circle,582,447,124,120,502,369,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/088_erase_the_circle_0812-132935.png,circle,583,443.5,116,113,507,369,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
circle/101_erase_the_circle_0813-121727.png,circle,613,140.5,160,147,515,49,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/001_erase_the_rectangle_0727-120251.png,rectangle,437.5,460,125,148,357,368,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/002_erase_the_rectangle_0727-120407.png,rectangle,433,468.5,136,141,347,380,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/003_erase_the_rectangle_0727-120609.png,rectangle,435,468.5,134,141,350,380,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/004_erase_the_rectangle_0727-120733.png,rectangle,438.5,469,151,138,345,382,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/005_erase_the_rectangle_0727-121003.png,rectangle,433,467.5,144,137,343,381,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/006_erase_the_rectangle_0727-121135.png,rectangle,581.5,459.5,135,141,496,371,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/008_erase_the_rectangle_0727-121435.png,rectangle,586.5,450,137,126,500,369,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/011_erase_the_rectangle_0727-121900.png,rectangle,553,111.5,146,149,462,19,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/012_erase_the_rectangle_0727-122053.png,rectangle,559,119.5,108,89,487,57,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/014_erase_the_rectangle_0727-122516.png,rectangle,549,115,112,110,475,42,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
